# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPagesWritten,1740991119058000000,1740991138016000000,0
StorageLockContext.competingThreads.avg,1740991119058000000,1740991138016000000,0.0
FilePageCache.maxCacheSizeInBytes,1740991119058000000,1740991138016000000,214974464
FilePageCacheLockFree.totalHeapBytesReclaimed,1740991119058000000,1740991138016000000,0
FilePageCacheLockFree.totalPagesHandedOver,1740991119058000000,1740991138016000000,0
FilePageCacheLockFree.totalBytesRequested,1740991119058000000,1740991138016000000,0
FilePageCacheLockFree.heapBytesInUse,1740991119058000000,1740991138016000000,0
FilePageCache.pageFastCacheHits,1740991119058000000,1740991138016000000,4311
StorageLockContext.competingThreads.max,1740991119058000000,1740991138016000000,0
FilePageCacheLockFree.totalPagesRequested,1740991119058000000,1740991138016000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1740991119058000000,1740991138016000000,0
FilePageCache.disposedBuffers,1740991119058000000,1740991138016000000,210
FilePageCacheLockFree.totalPagesAllocated,1740991119058000000,1740991138016000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1740991119058000000,1740991138016000000,41959424
FilePageCacheLockFree.totalClosedStoragesReclaimed,1740991119058000000,1740991138016000000,0
FilePageCacheLockFree.totalBytesRead,1740991119058000000,1740991138016000000,0
FilePageCache.uncachedFileAccess,1740991119058000000,1740991138016000000,141
FilePageCacheLockFree.housekeeperTimeSpentMs,1740991119058000000,1740991138016000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1740991119058000000,1740991138016000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1740991119058000000,1740991138016000000,0
DirectByteBufferAllocator.misses,1740991119058000000,1740991138016000000,207
DirectByteBufferAllocator.reclaimed,1740991119058000000,1740991138016000000,45
FilePageCache.maxRegisteredFiles,1740991119058000000,1740991138016000000,532
FilePageCache.totalPageLoadsUs,1740991119058000000,1740991138016000000,203382
FilePageCacheLockFree.totalPagesReadMs,1740991119058000000,1740991138016000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1740991119058000000,1740991138016000000,0
FilePageCacheLockFree.totalPagesReclaimed,1740991119058000000,1740991138016000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1740991119058000000,1740991138016000000,41959424
workspaceModel.cachedValueWithParameters.from.cache.count,1740991119058000000,1740991138016000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1740991119058000000,1740991138016000000,0
workspaceModel.workspaceFileIndexData.init.ms,1740991119058000000,1740991138016000000,64
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1740991119058000000,1740991138016000000,21
workspaceModel.updates.count,1740991119058000000,1740991138016000000,5
workspaceModel.on.changed.ms,1740991119058000000,1740991138016000000,13
workspaceModel.full.replace.project.model.ms,1740991119058000000,1740991138016000000,0
workspaceModel.updates.ms,1740991119058000000,1740991138016000000,61
workspaceModel.collect.changes.ms,1740991119058000000,1740991138016000000,0
workspaceModel.workspaceFileIndexData.instances.count,1740991119058000000,1740991138016000000,1
workspaceModel.update.unloaded.entities.ms,1740991119058000000,1740991138016000000,0
workspaceModel.loading.total.ms,1740991119058000000,1740991138016000000,133
workspaceModel.to.snapshot.ms,1740991119058000000,1740991138016000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1740991119058000000,1740991138016000000,18
workspaceModel.init.bridges.ms,1740991119058000000,1740991138016000000,23
workspaceModel.initializing.ms,1740991119058000000,1740991138016000000,23
workspaceModel.updates.precise.ms,1740991119058000000,1740991138016000000,8
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1740991119058000000,1740991138016000000,0
workspaceModel.on.before.changed.ms,1740991119058000000,1740991138016000000,14
workspaceModel.cachedValueWithParameters.total.get.count,1740991119058000000,1740991138016000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1740991119058000000,1740991138016000000,0
workspaceModel.cachedValue.calculated.count,1740991119058000000,1740991138016000000,13
workspaceModel.cachedValueWithParameters.clear.count,1740991119058000000,1740991138016000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1740991119058000000,1740991138016000000,0
workspaceModel.check.recursive.update.ms,1740991119058000000,1740991138016000000,1
workspaceModel.cachedValue.clear.count,1740991119058000000,1740991138016000000,1
workspaceModel.cachedValue.from.cache.count,1740991119058000000,1740991138016000000,200
workspaceModel.loading.from.cache.ms,1740991119058000000,1740991138016000000,128
workspaceModel.replace.project.model.ms,1740991119058000000,1740991138016000000,0
workspaceModel.pre.handlers.ms,1740991119058000000,1740991138016000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1740991119058000000,1740991138016000000,13
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1740991119058000000,1740991138016000000,1
workspaceModel.workspaceFileIndexData.markDirty.ms,1740991119058000000,1740991138016000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1740991119058000000,1740991138016000000,6
workspaceModel.cachedValue.total.get.count,1740991119058000000,1740991138016000000,213
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1740991119058000000,1740991138016000000,110
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1740991119058000000,1740991138016000000,5
compiler.ArtifactManagerBridge.findArtifact.ms,1740991119058000000,1740991138016000000,0
compiler.ArtifactManagerBridge.commit.ms,1740991119058000000,1740991138016000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1740991119058000000,1740991138016000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1740991119058000000,1740991138016000000,1
compiler.ArtifactManagerBridge.getArtifacts.ms,1740991119058000000,1740991138016000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1740991119058000000,1740991138016000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1740991119058000000,1740991138016000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1740991119058000000,1740991138016000000,0
cacheStateStorage.set.counter,1740991119058000000,1740991138016000000,16
cacheStateStorage.get.duration,1740991119058000000,1740991138016000000,67
cacheStateStorage.set.duration,1740991119058000000,1740991138016000000,35
cacheStateStorage.get.counter,1740991119058000000,1740991138016000000,28
VFS.fileByIdCache.hits,1740991119058000000,1740991138016000000,0
VFS.fileChildByName,1740991119058000000,1740991138016000000,2532
VFS.invertedFileNameIndex.requests,1740991119058000000,1740991138016000000,2
VFS.fileByIdCache.misses,1740991119058000000,1740991138016000000,83
JVM.newThreadsCount,1740991119058000000,1740991138016000000,94
JVM.maxThreadCount,1740991119058000000,1740991138016000000,77
JVM.maxHeapBytes,1740991119058000000,1740991138016000000,2147483648
JVM.GC.collectionTimesMs,1740991119058000000,1740991138016000000,156
JVM.totalTimeToSafepointsMs,1740991119058000000,1740991138016000000,43
JVM.GC.collections,1740991119058000000,1740991138016000000,30
OS.loadAverage,1740991119058000000,1740991138016000000,1.3349609375
JVM.totalTimeAtSafepointsMs,1740991119058000000,1740991138016000000,163
JVM.usedNativeBytes,1740991119058000000,1740991138016000000,342085072
JVM.totalBytesAllocated,1740991119058000000,1740991138016000000,1335751840
JVM.usedHeapBytes,1740991119058000000,1740991138016000000,403370848
JVM.totalSafepointCount,1740991119058000000,1740991138016000000,160
JVM.totalCpuTimeMs,1740991119058000000,1740991138016000000,31470
JVM.totalDirectByteBuffersBytes,1740991119058000000,1740991138016000000,44215514
JVM.threadCount,1740991119058000000,1740991138016000000,68
jps.storage.jps.conf.reader.load.component.ms,1740991119058000000,1740991138016000000,8
jps.facet.change.listener.init.bridge.ms,1740991119058000000,1740991138016000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1740991119058000000,1740991138016000000,0
jps.reload.project.entities.ms,1740991119058000000,1740991138016000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1740991119058000000,1740991138016000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1740991119058000000,1740991138016000000,410
jps.app.storage.content.writer.save.component.ms,1740991119058000000,1740991138016000000,14
jps.global.get.library.ms,1740991119058000000,1740991138016000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1740991119058000000,1740991138016000000,0
jps.load.initial.state.ms,1740991119058000000,1740991138016000000,7
jps.facet.change.listener.process.change.events.ms,1740991119058000000,1740991138016000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1740991119058000000,1740991138016000000,0
workspaceModel.load.cache.metadata.from.file.ms,1740991119058000000,1740991138016000000,21
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1740991119058000000,1740991138016000000,0
jps.module.iml.entities.serializer.save.entities.ms,1740991119058000000,1740991138016000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1740991119058000000,1740991138016000000,0
jps.global.initialize.library.bridges.after.loading.ms,1740991119058000000,1740991138016000000,0
workspaceModel.global.updates.count,1740991119058000000,1740991138016000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1740991119058000000,1740991138016000000,14
jps.save.changed.project.entities.ms,1740991119058000000,1740991138016000000,1
workspaceModel.mutableEntityStorage.entities.ms,1740991119058000000,1740991138016000000,0
workspaceModel.do.save.caches.ms,1740991119058000000,1740991138016000000,35
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1740991119058000000,1740991138016000000,0
workspaceModel.save.cache.to.file.ms,1740991119058000000,1740991138016000000,40
jps.global.get.libraries.ms,1740991119058000000,1740991138016000000,0
jps.global.initialize.library.bridges.ms,1740991119058000000,1740991138016000000,21
jps.global.handle.changed.events.ms,1740991119058000000,1740991138016000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1740991119058000000,1740991138016000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1740991119058000000,1740991138016000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1740991119058000000,1740991138016000000,0
jps.project.serializers.load.ms,1740991119058000000,1740991138016000000,26
workspaceModel.global.apply.state.to.project.ms,1740991119058000000,1740991138016000000,19
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1740991119058000000,1740991138016000000,2
jps.artifact.entities.serializer.load.entities.ms,1740991119058000000,1740991138016000000,2
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1740991119058000000,1740991138016000000,0
workspaceModel.global.updates.ms,1740991119058000000,1740991138016000000,9
jps.library.entities.serializer.save.entities.ms,1740991119058000000,1740991138016000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1740991119058000000,1740991138016000000,2
workspaceModel.orphan.listener.update.ms,1740991119058000000,1740991138016000000,2
jps.artifact.entities.serializer.save.entities.ms,1740991119058000000,1740991138016000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1740991119058000000,1740991138016000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1740991119058000000,1740991138016000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1740991119058000000,1740991138016000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1740991119058000000,1740991138016000000,1
jps.global.get.library.by.name.ms,1740991119058000000,1740991138016000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1740991119058000000,1740991138016000000,68
jps.project.serializers.save.ms,1740991119058000000,1740991138016000000,1
jps.app.storage.content.reader.load.component.ms,1740991119058000000,1740991138016000000,6
workspaceModel.mutableEntityStorage.referrers.ms,1740991119058000000,1740991138016000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1740991119058000000,1740991138016000000,0
jps.load.project.to.empty.storage.ms,1740991119058000000,1740991138016000000,74
workspaceModel.moduleBridge.before.changed.ms,1740991119058000000,1740991138016000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1740991119058000000,1740991138016000000,0
workspaceModel.load.cache.from.file.ms,1740991119058000000,1740991138016000000,132
workspaceModel.mutableEntityStorage.resolve.ms,1740991119058000000,1740991138016000000,0
jps.module.iml.entities.serializer.load.entities.ms,1740991119058000000,1740991138016000000,14
workspaceModel.moduleBridge.update.option.ms,1740991119058000000,1740991138016000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1740991119058000000,1740991138016000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1740991119058000000,1740991138016000000,1
jps.library.entities.serializer.load.entities.ms,1740991119058000000,1740991138016000000,7
jps.save.global.entities.ms,1740991119058000000,1740991138016000000,31
jps.global.handle.before.change.events.ms,1740991119058000000,1740991138016000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1740991119058000000,1740991138016000000,19
workspaceModel.mutableEntityStorage.remove.entity.ms,1740991119058000000,1740991138016000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1740991119058000000,1740991138016000000,9
workspaceModel.sync.entities.ms,1740991119058000000,1740991138016000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1740991119058000000,1740991138016000000,5
jps.facet.change.listener.before.change.events.ms,1740991119058000000,1740991138016000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1740991119058000000,1740991138016000000,0
workspaceModel.mutableEntityStorage.instances.count,1740991119058000000,1740991138016000000,34
jps.apply.loaded.storage.ms,1740991119058000000,1740991138016000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1740991119058000000,1740991138016000000,12671
lexer.JAVA.time.ns,1740991119058000000,1740991138016000000,129843
DiskQueryRelay.tasksRequested,1740991119058000000,1740991138016000000,90
DiskQueryRelay.taskWaitingTotalTimeUs,1740991119058000000,1740991138016000000,33656
lexer.JAVA.size.bytes,1740991119058000000,1740991138016000000,838
parser.XML.time.ns,1740991119058000000,1740991138016000000,118294273
writeAction.median.wait.ms,1740991119058000000,1740991138016000000,0
parser.XML.size.bytes,1740991119058000000,1740991138016000000,333099
DiskQueryRelay.tasksExecuted,1740991119058000000,1740991138016000000,90
parser.JAVA.time.ns,1740991119058000000,1740991138016000000,15763146
parser.JAVA.size.bytes,1740991119058000000,1740991138016000000,838
lexer.XML.time.ns,1740991119058000000,1740991138016000000,42666543
writeAction.wait.ms,1740991119058000000,1740991138016000000,1
lexer.XML.size.bytes,1740991119058000000,1740991138016000000,333099
writeAction.max.wait.ms,1740991119058000000,1740991138016000000,1
writeAction.count,1740991119058000000,1740991138016000000,14
